2000-09,278.29998779296875
2000-10,273.6000061035156
2000-12,270.1000061035156
2001-01,272.0
2001-02,265.6000061035156
2001-03,266.79998779296875
2001-04,257.8999938964844
2001-06,265.29998779296875
2001-07,270.6000061035156
2001-09,274.3999938964844
2001-10,292.3999938964844
2001-11,279.5
2001-12,273.8999938964844
2002-01,278.70001220703125
2002-02,282.1000061035156
2002-03,296.70001220703125
2002-04,302.6000061035156
2002-05,308.8999938964844
2002-06,326.5
2002-07,313.5
2002-08,303.20001220703125
2002-09,312.3999938964844
2002-11,318.0
2002-12,316.79998779296875
2003-02,368.29998779296875
2003-03,350.20001220703125
2003-04,335.8999938964844
2003-05,339.1000061035156
2003-06,364.5
2003-08,354.0
2003-09,375.70001220703125
2003-10,385.3999938964844
2003-11,384.5
2003-12,396.79998779296875
2004-01,415.70001220703125
2004-02,402.20001220703125
2004-04,427.29998779296875
2004-05,387.0
2004-06,394.0
2004-07,392.6000061035156
2004-08,391.0
2004-10,418.70001220703125
2004-11,428.5
2004-12,451.29998779296875
2005-01,437.5
2005-02,421.79998779296875
2005-03,436.5
2005-04,428.70001220703125
2005-05,435.0
2005-07,435.8999938964844
2005-08,429.8999938964844
2005-09,433.79998779296875
2005-10,469.0
2005-11,465.1000061035156
2005-12,494.6000061035156
2006-01,517.0999755859375
2006-03,561.5999755859375
2006-04,581.7999877929688
2006-05,651.7999877929688
2006-06,642.5
2006-07,613.5
2006-08,634.2000122070312
2006-09,625.9000244140625
2006-10,598.5999755859375
2006-12,646.9000244140625
2007-01,635.2000122070312
2007-02,652.0
2007-03,669.4000244140625
2007-04,663.0
2007-06,661.0
2007-07,648.0999755859375
2007-09,673.0
2007-10,742.7999877929688
2007-11,792.0
2007-12,782.2000122070312
2008-01,834.9000244140625
2008-02,922.7000122070312
2008-03,972.0999755859375
2008-04,916.2000122070312
2008-05,862.7999877929688
2008-06,887.2999877929688
2008-08,913.9000244140625
2008-09,829.2999877929688
2008-10,874.2000122070312
2008-11,716.7999877929688
2008-12,816.2000122070312
2009-01,883.5999755859375
2009-02,927.2999877929688
2009-05,890.7000122070312
2009-06,978.7999877929688
2009-07,927.0999755859375
2009-08,953.7000122070312
2009-09,951.7000122070312
2009-10,1008.0
2009-11,1039.699951171875
2010-01,1095.199951171875
2010-02,1083.0
2010-03,1118.300048828125
2010-04,1113.300048828125
2010-05,1180.0999755859375
2010-06,1212.199951171875
2010-07,1245.5
2010-08,1181.699951171875
2010-10,1307.800048828125
2010-11,1357.0999755859375
2010-12,1385.0
2011-01,1421.0999755859375
2011-02,1333.800048828125
2011-03,1409.300048828125
2011-04,1438.9000244140625
2011-05,1556.0
2011-07,1502.300048828125
2011-08,1628.300048828125
2011-09,1828.5
2011-10,1620.4000244140625
2011-11,1724.199951171875
2011-12,1745.5
2012-01,1565.800048828125
2012-03,1709.9000244140625
2012-04,1669.300048828125
2012-06,1562.5999755859375
2012-07,1603.5
2012-09,1684.5999755859375
2012-10,1771.0999755859375
2012-11,1717.5
2012-12,1710.9000244140625
2013-01,1674.800048828125
2013-02,1660.5999755859375
2013-03,1577.699951171875
2013-04,1594.800048828125
2013-05,1472.199951171875
2013-06,1392.5999755859375
2013-07,1223.800048828125
2013-08,1312.4000244140625
2013-09,1396.0999755859375
2013-11,1323.5999755859375
2013-12,1250.5999755859375
2014-02,1240.0999755859375
2014-03,1321.4000244140625
2014-04,1283.4000244140625
2014-05,1295.5999755859375
2014-06,1245.5999755859375
2014-08,1281.300048828125
2014-09,1285.800048828125
2014-10,1210.5
2014-11,1171.0999755859375
2014-12,1175.199951171875
2015-01,1183.9000244140625
2015-02,1278.5
2015-05,1182.4000244140625
2015-06,1189.4000244140625
2015-07,1171.5
2015-08,1094.9000244140625
2015-09,1131.5999755859375
2015-10,1115.5
2015-11,1141.5
2016-01,1060.300048828125
2016-02,1116.4000244140625
2016-03,1233.9000244140625
2016-04,1234.199951171875
2016-05,1289.199951171875
2016-07,1318.4000244140625
2016-08,1349.0
2016-09,1306.9000244140625
2016-10,1313.300048828125
2016-11,1271.5
2016-12,1170.800048828125
2017-01,1150.0
2017-03,1252.5999755859375
2017-04,1247.300048828125
2017-05,1266.0999755859375
2017-06,1272.0
2017-07,1240.699951171875
2017-08,1266.5999755859375
2017-09,1316.199951171875
2017-10,1281.5
2017-12,1273.199951171875
2018-01,1306.300048828125
2018-02,1339.0
2018-03,1315.5
2018-04,1322.800048828125
2018-06,1300.0999755859375
2018-07,1251.300048828125
2018-09,1200.300048828125
2018-10,1191.5
2018-11,1212.300048828125
2018-12,1220.199951171875
2019-01,1278.300048828125
2019-02,1319.699951171875
2019-03,1312.800048828125
2019-04,1293.0
2019-05,1282.800048828125
2019-06,1305.800048828125
2019-07,1409.699951171875
2019-08,1426.0999755859375
2019-09,1519.0999755859375
2019-11,1511.4000244140625
2019-12,1465.5999755859375
2020-02,1582.9000244140625
2020-03,1564.0999755859375
2020-05,1684.199951171875
2020-06,1736.9000244140625
2020-07,1793.0
2020-08,1962.800048828125
2020-09,1967.5999755859375
2020-10,1887.5
2020-11,1877.4000244140625
2021-01,1893.0999755859375
2021-02,1847.300048828125
2021-03,1728.0999755859375
2021-04,1713.800048828125
2021-05,1767.300048828125
2021-06,1902.5
2021-07,1770.800048828125
2021-08,1812.5999755859375
2021-10,1755.300048828125
2021-11,1783.0
2021-12,1773.5999755859375
2022-01,1827.5
2022-02,1795.0
2022-03,1899.4000244140625
2022-04,1949.199951171875
2022-05,1909.300048828125
2022-07,1804.0999755859375
2022-08,1762.9000244140625
2022-09,1712.800048828125
2022-10,1662.4000244140625
2022-11,1635.9000244140625
2022-12,1746.0
2023-01,1819.699951171875
2023-03,1828.9000244140625
2023-04,1969.0
2023-05,1990.0999755859375
2023-06,1963.9000244140625
2023-07,1921.0999755859375
2023-08,1970.5
2023-09,1938.199951171875
2023-10,1848.0999755859375
2023-12,2038.0999755859375
2024-01,2062.39990234375
2024-02,2048.39990234375
2024-03,2045.699951171875
2024-04,2217.39990234375
2024-05,2291.39990234375
2024-06,2322.89990234375
2024-07,2327.699951171875
2024-08,2426.5
2024-09,2493.800048828125
2024-11,2738.300048828125
2024-12,2657.0
2025-02,2812.5
2025-03,2836.800048828125
2025-04,3122.800048828125
2025-05,3305.0
2025-06,3288.89990234375
2025-08,3293.199951171875
2025-09,3473.699951171875
2025-10,3840.800048828125
2025-11,3982.199951171875
2025-12,4218.2998046875
2026-01,4551.7998046875
