YearMonth,Adjusted close price on the first business day of the month
Dólar em Reais,CAMBIO:BRL
2017-10,3.1633999347686768
2017-11,3.2695999145507812
2017-12,3.271199941635132
2018-01,3.3076000213623047
2018-02,3.1847000122070312
2018-03,3.244800090789795
2018-04,3.302000045776367
2018-05,3.5058000087738037
2018-06,3.7219998836517334
2018-07,3.8756000995635986
2018-08,3.753000020980835
2018-09,4.053699970245361
2018-10,4.052700042724609
2018-11,3.7207000255584717
2018-12,3.8652000427246094
2019-01,3.880000114440918
2019-02,3.6428000926971436
2019-03,3.747499942779541
2019-04,3.922499895095825
2019-05,3.9168999195098877
2019-06,3.9242000579833984
2019-07,3.8494999408721924
2019-08,3.8117001056671143
2019-09,4.143899917602539
2019-10,4.154799938201904
2019-11,4.015999794006348
2019-12,4.236100196838379
2020-01,4.016786098480225
2020-02,4.282599925994873
2020-03,4.441299915313721
2020-04,5.203499794006348
2020-05,5.486000061035156
2020-06,5.334799766540527
2020-07,5.461699962615967
2020-08,5.221199989318848
2020-09,5.490900039672852
2020-10,5.608399868011475
2020-11,5.741399765014648
2020-12,5.331099987030029
2021-01,5.1921000480651855
2021-02,5.4608001708984375
2021-03,5.597599983215332
2021-04,5.63129997253418
2021-05,5.439700126647949
2021-06,5.216599941253662
2021-07,4.969200134277344
2021-08,5.208700180053711
2021-09,5.1493000984191895
2021-10,5.441699981689453
2021-11,5.633699893951416
2021-12,5.620871067047119
2022-01,5.569300174713135
2022-02,5.303100109100342
2022-03,5.158400058746338
2022-04,4.737800121307373
2022-05,4.97130012512207
2022-06,4.730400085449219
2022-07,5.251999855041504
2022-08,5.171199798583984
2022-09,5.181700229644775
2022-10,5.414299964904785
2022-11,5.178800106048584
2022-12,5.181589126586914
2023-01,5.2855000495910645
2023-02,5.072199821472168
2023-03,5.235899925231934
2023-04,5.062300205230713
2023-05,4.986000061035156
2023-06,5.054800033569336
2023-07,4.784200191497803
2023-08,4.724699974060059
2023-09,4.953800201416016
2023-10,5.042799949645996
2023-11,5.03410005569458
2023-12,4.923099994659424
2024-01,4.850500106811523
2024-02,4.951900005340576
2024-03,4.969799995422363
2024-04,5.013199806213379
2024-05,5.193900108337402
2024-06,5.2444000244140625
2024-07,5.591899871826172
2024-08,5.656599998474121
2024-09,5.6092000007629395
2024-10,5.448500156402588
2024-11,5.789400100708008
2024-12,5.973199844360352
2025-01,6.300000190734863
2025-02,5.84060001373291
2025-03,5.88040018081665
2025-04,5.698400020599365
2025-05,5.672900199890137
2025-06,5.720799922943115
2025-07,5.430200099945068
