YearMonth,Adjusted close price on the first business day of the month
VNQ,COTACAO:USD
2016-01,53.944454193115234
2016-02,52.81449890136719
2016-03,54.0129508972168
2016-04,57.955406188964844
2016-05,57.54682540893555
2016-06,57.99003219604492
2016-07,61.97695541381836
2016-08,64.7369384765625
2016-09,62.01189041137695
2016-10,59.88663864135742
2016-11,56.2703742980957
2016-12,55.728614807128906
2017-01,59.477264404296875
2017-02,58.45722961425781
2017-03,61.05757141113281
2017-04,59.933624267578125
2017-05,60.25924301147461
2017-06,59.78169631958008
2017-07,61.57260513305664
2017-08,61.82828140258789
2017-09,61.601844787597656
2017-10,61.23141860961914
2017-11,60.958370208740234
2017-12,62.42695999145508
2018-01,61.955230712890625
2018-02,58.26055908203125
2018-03,55.02301788330078
2018-04,56.33747482299805
2018-05,58.10063552856445
2018-06,59.962162017822266
2018-07,61.86221694946289
2018-08,63.0230827331543
2018-09,63.42788314819336
2018-10,61.90048599243164
2018-11,60.94016647338867
2018-12,63.828819274902344
2019-01,57.16999816894531
2019-02,64.9520034790039
2019-03,65.61812591552734
2019-04,68.55777740478516
2019-05,68.54198455810547
2019-06,68.7472152709961
2019-07,69.61553955078125
2019-08,70.83477783203125
2019-09,74.22151947021484
2019-10,74.19769287109375
2019-11,75.73193359375
2019-12,73.62739562988281
2020-01,74.44992065429688
2020-02,76.51212310791016
2020-03,73.93031311035156
2020-04,53.39716720581055
2020-05,60.17204666137695
2020-06,64.81953430175781
2020-07,66.38685607910156
2020-08,66.36209106445312
2020-09,67.6015625
2020-10,67.06790924072266
2020-11,65.3025131225586
2020-12,70.84850311279297
2021-01,69.52627563476562
2021-02,73.52847290039062
2021-03,74.67921447753906
2021-04,79.60099792480469
2021-05,84.16275787353516
2021-06,86.53726196289062
2021-07,87.62450408935547
2021-08,90.90731811523438
2021-09,94.55870819091797
2021-10,89.0216293334961
2021-11,94.50676727294922
2021-12,90.53953552246094
2022-01,100.19995880126953
2022-02,92.15609741210938
2022-03,88.7957992553711
2022-04,96.70433807373047
2022-05,88.78277587890625
2022-06,85.9992904663086
2022-07,81.7022476196289
2022-08,86.46782684326172
2022-09,82.08101654052734
2022-10,72.65896606445312
2022-11,73.86104583740234
2022-12,78.2597427368164
2023-01,74.55279541015625
2023-02,82.73410034179688
2023-03,76.43106842041016
2023-04,75.13589477539062
2023-05,75.4095230102539
2023-06,72.97431182861328
2023-07,77.82905578613281
2023-08,78.5115966796875
2023-09,76.11346435546875
2023-10,69.17044830322266
2023-11,68.3322525024414
2023-12,77.99021911621094
2024-01,84.02440643310547
2024-02,80.52654266357422
2024-03,81.62020874023438
2024-04,80.8534164428711
2024-05,75.7281723022461
2024-06,78.97069549560547
2024-07,79.8753662109375
2024-08,87.91393280029297
2024-09,91.53368377685547
2024-10,93.96464538574219
2024-11,90.39205932617188
2024-12,93.9063949584961
2025-01,86.54204559326172
2025-02,88.57106018066406
2025-03,92.47225952148438
2025-04,89.69876861572266
2025-05,87.7578353881836
2025-06,88.56986236572266
2025-07,89.70999908447266
