YearMonth,Adjusted close price on the first business day of the month
Bond Long,COTACAO:USD
2002-07,37.46870803833008
2002-08,38.14897537231445
2002-09,40.63957214355469
2002-10,41.21137237548828
2002-11,40.01930618286133
2002-12,39.8560905456543
2003-01,40.545005798339844
2003-02,41.44184112548828
2003-03,42.71525192260742
2003-04,41.961185455322266
2003-05,42.542701721191406
2003-06,44.877296447753906
2003-07,44.17241287231445
2003-08,39.93181610107422
2003-09,39.89146041870117
2003-10,42.72338104248047
2003-11,41.38896560668945
2003-12,41.49467849731445
2004-01,41.787864685058594
2004-02,42.98417663574219
2004-03,44.040557861328125
2004-04,44.532958984375
2004-05,41.94612121582031
2004-06,41.40258026123047
2004-07,42.304420471191406
2004-08,42.928062438964844
2004-09,44.703941345214844
2004-10,44.856781005859375
2004-11,45.59223556518555
2004-12,44.7086181640625
2005-01,46.06761932373047
2005-02,47.53390884399414
2005-03,46.893985748291016
2005-04,46.85270690917969
2005-05,48.48964309692383
2005-06,50.634403228759766
2005-07,50.485355377197266
2005-08,49.19338607788086
2005-09,50.78596496582031
2005-10,48.862674713134766
2005-11,48.088619232177734
2005-12,48.40065002441406
2006-01,49.85658645629883
2006-02,49.085208892822266
2006-03,49.49846267700195
2006-04,47.538909912109375
2006-05,45.8681755065918
2006-06,46.33318328857422
2006-07,46.62472152709961
2006-08,47.675994873046875
2006-09,49.15439987182617
2006-10,50.215789794921875
2006-11,50.782020568847656
2006-12,51.79976272583008
2007-01,50.63358688354492
2007-02,49.71521759033203
2007-03,51.4293212890625
2007-04,50.67090606689453
2007-05,51.08176803588867
2007-06,49.601806640625
2007-07,49.61783218383789
2007-08,50.886234283447266
2007-09,51.93287658691406
2007-10,52.32404327392578
2007-11,53.65987014770508
2007-12,56.249114990234375
2008-01,56.254638671875
2008-02,56.95853042602539
2008-03,56.215145111083984
2008-04,56.62904357910156
2008-05,56.138267517089844
2008-06,54.83629608154297
2008-07,55.94232940673828
2008-08,55.99270248413086
2008-09,57.93367004394531
2008-10,58.979515075683594
2008-11,57.317543029785156
2008-12,67.86396026611328
2009-01,72.4170150756836
2009-02,65.77613067626953
2009-03,64.63815307617188
2009-04,66.76275634765625
2009-05,61.13590621948242
2009-06,57.53230667114258
2009-07,59.611759185791016
2009-08,59.16394805908203
2009-09,61.26588821411133
2009-10,63.785919189453125
2009-11,61.00717544555664
2009-12,61.33037185668945
2010-01,58.03388977050781
2010-02,59.1079216003418
2010-03,59.4190673828125
2010-04,58.0798225402832
2010-05,60.07752990722656
2010-06,63.67359924316406
2010-07,67.00055694580078
2010-08,65.33177947998047
2010-09,70.33688354492188
2010-10,69.6734848022461
2010-11,66.59477996826172
2010-12,64.29132080078125
2011-01,62.8430290222168
2011-02,61.06581497192383
2011-03,62.563201904296875
2011-04,62.70404815673828
2011-05,63.96270751953125
2011-06,66.93872833251953
2011-07,64.40863037109375
2011-08,68.03958129882812
2011-09,75.43766784667969
2011-10,85.92877960205078
2011-11,83.11724090576172
2011-12,81.61322784423828
2012-01,83.5767822265625
2012-02,83.60176086425781
2012-03,81.5986557006836
2012-04,79.32192993164062
2012-05,82.26939392089844
2012-06,92.3026123046875
2012-07,89.56369018554688
2012-08,91.57298278808594
2012-09,90.72795867919922
2012-10,88.84744262695312
2012-11,87.3692626953125
2012-12,89.1939468383789
2013-01,85.7331771850586
2013-02,83.03459167480469
2013-03,85.63282012939453
2013-04,85.45057678222656
2013-05,89.697265625
2013-06,83.2210464477539
2013-07,80.2357177734375
2013-08,76.75826263427734
2013-09,76.12812042236328
2013-10,77.48465728759766
2013-11,77.9789810180664
2013-12,76.10462188720703
2014-01,75.49620819091797
2014-02,80.98599243164062
2014-03,80.9672622680664
2014-04,80.32682800292969
2014-05,83.60416412353516
2014-06,84.52350616455078
2014-07,84.2313461303711
2014-08,86.16860961914062
2014-09,88.0010986328125
2014-10,89.35401153564453
2014-11,90.12492370605469
2014-12,92.25788116455078
2015-01,96.8818130493164
2015-02,104.82440948486328
2015-03,96.92314147949219
2015-04,101.15287017822266
2015-05,95.12373352050781
2015-06,93.12239837646484
2015-07,89.08216094970703
2015-08,95.39988708496094
2015-09,94.43070220947266
2015-10,96.0071029663086
2015-11,94.77086639404297
2015-12,95.65717315673828
2016-01,94.78076171875
2016-02,99.04199981689453
2016-03,100.60862731933594
2016-04,102.58326721191406
2016-05,100.5401840209961
2016-06,102.79619598388672
2016-07,111.00011444091797
2016-08,110.56993865966797
2016-09,110.77107238769531
2016-10,108.62035369873047
2016-11,104.21391296386719
2016-12,94.63687896728516
2017-01,95.61188507080078
2017-02,95.38603973388672
2017-03,95.86665344238281
2017-04,97.83869171142578
2017-05,97.56755065917969
2017-06,100.25337982177734
2017-07,100.71138763427734
2017-08,101.07623291015625
2017-09,102.99893951416016
2017-10,101.19622039794922
2017-11,101.79402923583984
2017-12,103.47367858886719
2018-01,102.82400512695312
2018-02,99.10506439208984
2018-03,98.16957092285156
2018-04,100.49010467529297
2018-05,97.84435272216797
2018-06,99.63704681396484
2018-07,100.73429870605469
2018-08,98.55508422851562
2018-09,100.0862808227539
2018-10,97.06700897216797
2018-11,95.00716400146484
2018-12,97.30168151855469
2019-01,102.8096694946289
2019-02,102.03814697265625
2019-03,100.3094253540039
2019-04,105.36805725097656
2019-05,105.19024658203125
2019-06,112.67138671875
2019-07,112.7219009399414
2019-08,115.52562713623047
2019-09,125.95449829101562
2019-10,122.78939056396484
2019-11,120.68539428710938
2019-12,118.95767974853516
2020-01,118.0280990600586
2020-02,125.58460998535156
2020-03,133.02899169921875
2020-04,144.55813598632812
2020-05,145.53411865234375
2020-06,140.80169677734375
2020-07,141.95709228515625
2020-08,147.79364013671875
2020-09,142.6585235595703
2020-10,142.37063598632812
2020-11,138.35317993164062
2020-12,137.55105590820312
2021-01,137.72947692871094
2021-02,133.04017639160156
2021-03,123.61334228515625
2021-04,120.6672134399414
2021-05,121.73177337646484
2021-06,121.63421630859375
2021-07,127.04485321044922
2021-08,132.93460083007812
2021-09,131.5311279296875
2021-10,128.5668487548828
2021-11,129.6960906982422
2021-12,135.08547973632812
2022-01,128.10032653808594
2022-02,125.98511505126953
2022-03,125.77814483642578
2022-04,118.01851654052734
2022-05,104.64531707763672
